ensembl_gene_id;name_1006
YNL125C;integral component of membrane
YNL125C;transmembrane transport
YNL125C;transport
YNL125C;membrane
YNL125C;mitochondrion
YBL019W;base-excision repair
YBL019W;phosphoric diester hydrolase activity
YBL019W;DNA-(apurinic or apyrimidinic site) lyase activity
YBL019W;double-stranded DNA 3'-5' exodeoxyribonuclease activity
YBL019W;nuclease activity
YBL019W;endonuclease activity
YBL019W;lyase activity
YBL019W;intracellular
YBL019W;cellular response to DNA damage stimulus
YBL019W;DNA binding
YBL019W;DNA repair
YBL019W;zinc ion binding
YBL019W;nucleus
YBL019W;DNA catabolic process, endonucleolytic
YBL019W;DNA catabolic process, exonucleolytic
YBR043C;drug transmembrane transporter activity
YBR043C;drug transmembrane transport
YBR043C;polyamine transmembrane transporter activity
YBR043C;plasma membrane
YBR043C;integral component of membrane
YBR043C;transmembrane transport
YBR043C;transport
YBR043C;membrane
YBR043C;polyamine homeostasis
YBR043C;ascospore wall assembly
YBR043C;polyamine transmembrane transport
YDL231C;protein transport
YDL231C;endocytosis
YDL231C;molecular_function
YDL231C;integral component of membrane
YDL231C;transport
YDL231C;membrane
YML101C;biological_process
YML101C;endoplasmic reticulum
YML101C;molecular_function
YML101C;cytoplasm
YML101C;protein binding
YKL037W;autophagy
YKL037W;mitophagy
YKL037W;mitochondrial membrane
YKL037W;molecular_function
YKL037W;integral component of membrane
YKL037W;membrane
YKL037W;mitochondrion
YOL094C;ATP binding
YOL094C;cytosol
YOL094C;nucleus
YOL094C;DNA binding
YOL094C;obsolete ATP catabolic process
YOL094C;DNA replication
YOL094C;leading strand elongation
YOL094C;Rad17 RFC-like complex
YOL094C;mismatch repair
YOL094C;Elg1 RFC-like complex
YOL094C;DNA replication factor C complex
YOL094C;sister chromatid cohesion
YOL094C;Ctf18 RFC-like complex
YMR077C;intralumenal vesicle formation
YMR077C;ESCRT III complex
YMR077C;ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
YMR077C;late endosome to vacuole transport
YMR077C;endosome membrane
YMR077C;protein transport
YMR077C;endosome
YMR077C;protein binding
YMR077C;vacuolar membrane
YMR077C;vacuole
YMR077C;cytoplasm
YMR077C;transport
YMR077C;membrane
YMR077C;vacuolar transport
YPR007C;synaptonemal complex assembly
YPR007C;reciprocal meiotic recombination
YPR007C;meiotic sister chromatid cohesion
YPR007C;condensed nuclear chromosome, centromeric region
YPR007C;protein localization to chromosome, centromeric region
YPR007C;condensed nuclear chromosome
YPR007C;protein binding
YIL067C;fungal-type vacuole
YIL067C;vacuolar membrane
YIL067C;vacuole
YIL067C;biological_process
YIL067C;molecular_function
YIL067C;integral component of membrane
YIL067C;membrane
YMR108W;mitochondrion
YMR108W;magnesium ion binding
YMR108W;flavin adenine dinucleotide binding
YMR108W;isoleucine biosynthetic process
YMR108W;valine biosynthetic process
YMR108W;branched-chain amino acid biosynthetic process
YMR108W;thiamine pyrophosphate binding
YMR108W;catalytic activity
YMR108W;acetolactate synthase activity
YMR108W;acetolactate synthase complex
YJL033W;rRNA processing
YJL033W;ATP binding
YJL033W;nucleolus
YJL033W;obsolete ATP catabolic process
YJL033W;RNA binding
YJL033W;small-subunit processome
YJL033W;ATP-dependent RNA helicase activity
YJL033W;nucleic acid binding
YJL033W;RNA-dependent ATPase activity
YKL179C;integral component of Golgi membrane
YKL179C;Golgi vesicle transport
YKL179C;Golgi membrane
YKL179C;Golgi apparatus
YKL179C;intra-Golgi vesicle-mediated transport
YKL179C;molecular_function
YKL179C;integral component of membrane
YKL179C;transport
YKL179C;membrane
YPL126W;positive regulation of transcription from RNA polymerase I promoter
YPL126W;RENT complex
YPL126W;snoRNA binding
YPL126W;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
YPL126W;small-subunit processome
YPL126W;90S preribosome
YPL126W;rRNA processing
YPL126W;intracellular ribonucleoprotein complex
YPL126W;ribosome biogenesis
YPL126W;nucleolus
YPL126W;transcription, DNA-templated
YPL126W;nucleus
YPL126W;t-UTP complex
YPL126W;rDNA heterochromatin
YPL126W;protein binding
YEL041W;kinase activity
YEL041W;phosphorylation
YEL041W;nucleotide binding
YEL041W;ATP binding
YEL041W;metabolic process
YEL041W;transferase activity
YEL041W;cellular_component
YEL041W;NAD+ kinase activity
YEL041W;NADP biosynthetic process
YEL041W;NADH kinase activity
YEL041W;NAD metabolic process
YGL208W;plasma membrane
YGL208W;cytoplasm
YGL208W;signal transduction
YGL208W;invasive growth in response to glucose limitation
YGL208W;replicative cell aging
YGL208W;nucleotide-activated protein kinase complex
YGL208W;regulation of protein complex assembly
YGL208W;protein phosphorylation
YGL208W;cellular response to glucose starvation
YGL208W;protein binding
YLL036C;cytosol
YLL036C;protein ubiquitination
YLL036C;ligase activity
YLL036C;DNA repair
YLL036C;nucleus
YLL036C;generation of catalytic spliceosome for first transesterification step
YLL036C;Prp19 complex
YLL036C;U2-type catalytic step 1 spliceosome
YLL036C;ubiquitin ligase complex
YLL036C;ubiquitin-protein transferase activity
YLL036C;protein binding
YLL036C;protein K63-linked ubiquitination
YLL036C;ubiquitin protein ligase activity
YNL113W;nucleoplasm
YNL113W;transcription, DNA-templated
YNL113W;DNA binding
YNL113W;ribosome biogenesis
YNL113W;RNA polymerase I activity
YNL113W;DNA-directed RNA polymerase I complex
YNL113W;DNA-directed 5'-3' RNA polymerase activity
YNL113W;DNA-directed RNA polymerase III complex
YNL113W;tRNA transcription from RNA polymerase III promoter
YNL113W;transcription from RNA polymerase I promoter
YNL113W;protein dimerization activity
YKR099W;reciprocal meiotic recombination
YKR099W;histidine biosynthetic process
YKR099W;purine nucleobase biosynthetic process
YKR099W;DNA binding
YKR099W;sequence-specific DNA binding
YKR099W;transcription, DNA-templated
YKR099W;regulation of transcription, DNA-templated
YKR099W;transcription from RNA polymerase II promoter
YKR099W;nucleus
YKR099W;chromatin binding
YKR099W;positive regulation of transcription from RNA polymerase II promoter
YKR099W;RNA polymerase II transcription factor activity, sequence-specific DNA binding
YKR099W;transcription factor activity, RNA polymerase II transcription factor recruiting
YKR099W;core promoter sequence-specific DNA binding
YGL025C;negative regulation of transcription from RNA polymerase II promoter
YGL025C;regulation of transcription from RNA polymerase II promoter
YGL025C;RNA polymerase II activating transcription factor binding
YGL025C;RNA polymerase II transcriptional preinitiation complex assembly
YGL025C;positive regulation of transcription from RNA polymerase II promoter
YGL025C;core mediator complex
YGL025C;mediator complex
YGL025C;transcription factor activity, RNA polymerase II transcription factor recruiting
YGL025C;RNA polymerase II transcription cofactor activity
YGL025C;RNA polymerase II repressing transcription factor binding
YBR171W;protein transporter activity
YBR171W;filamentous growth
YBR171W;integral component of membrane
YBR171W;endoplasmic reticulum membrane
YBR171W;posttranslational protein targeting to membrane, translocation
YBR171W;Sec62/Sec63 complex
YDL005C;transcription factor activity, RNA polymerase II transcription factor recruiting
YDL005C;RNA polymerase II transcriptional preinitiation complex assembly
YDL005C;core mediator complex
YDL005C;RNA polymerase II repressing transcription factor binding
YDL005C;negative regulation of transcription from RNA polymerase II promoter
YDL005C;positive regulation of transcription from RNA polymerase II promoter
YDL005C;transcription, DNA-templated
YDL005C;regulation of transcription, DNA-templated
YDL005C;nucleus
YDL005C;cytosol
YDL005C;mediator complex
YNL031C;DNA binding
YNL031C;chromatin assembly or disassembly
YNL031C;replication fork protection complex
YNL031C;nuclear nucleosome
YNL031C;nucleosome assembly
YNL031C;CENP-A containing nucleosome
YNL031C;sexual sporulation resulting in formation of a cellular spore
YNL031C;rRNA transcription
YNL031C;global genome nucleotide-excision repair
YNL031C;protein heterodimerization activity
YNL031C;nucleosome
YGR226C;integral component of membrane
YOR146W;integral component of membrane
YDL056W;MBF transcription complex
YDL056W;regulation of transcription involved in G1/S transition of mitotic cell cycle
YDL056W;positive regulation of transcription, DNA-templated
YDL056W;transcription factor activity, sequence-specific DNA binding
YDL056W;negative regulation of transcription from RNA polymerase II promoter
YDL056W;DNA binding
YDL056W;sequence-specific DNA binding
YDL056W;transcription, DNA-templated
YDL056W;regulation of transcription, DNA-templated
YDL056W;nucleus
YDL056W;transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding
YDL056W;positive regulation of transcription involved in G1/S transition of mitotic cell cycle
YDL056W;protein binding
YML120C;flavin adenine dinucleotide binding
YML120C;positive regulation of apoptotic process
YML120C;NADH oxidation
YML120C;chronological cell aging
YML120C;mitochondrial matrix
YML120C;oxidation-reduction process
YML120C;oxidoreductase activity
YML120C;membrane
YML120C;mitochondrial inner membrane
YML120C;mitochondrion
YML120C;NADH dehydrogenase (ubiquinone) activity
YML120C;mitochondrial electron transport, NADH to ubiquinone
YOR384W;ferric-chelate reductase activity
YOR384W;flavin adenine dinucleotide binding
YOR384W;electron carrier activity
YOR384W;iron ion binding
YOR384W;ion transport
YOR384W;plasma membrane
YOR384W;electron transport chain
YOR384W;biological_process
YOR384W;metal ion binding
YOR384W;oxidation-reduction process
YOR384W;oxidoreductase activity
YOR384W;integral component of membrane
YOR384W;transport
YOR384W;membrane
YOR384W;mitochondrion
YOR384W;ferric-chelate reductase (NADPH) activity
YLL021W;positive regulation of signal transduction
YLL021W;mating projection tip
YLL021W;cellular bud tip
YLL021W;cellular bud neck
YLL021W;incipient cellular bud site
YLL021W;pseudohyphal growth
YLL021W;regulation of cell shape
YLL021W;positive regulation of actin cytoskeleton reorganization
YLL021W;regulation of protein localization
YLL021W;budding cell apical bud growth
YLL021W;polarisome
YLL021W;cell cortex
YLL021W;establishment of cell polarity
YLL021W;bipolar cellular bud site selection
YLL021W;regulation of termination of mating projection growth
YLL021W;regulation of initiation of mating projection growth
YLL021W;cell tip
YLL021W;invasive filamentous growth
YLL021W;MAP-kinase scaffold activity
YLL021W;mating projection assembly
YGR048W;VCP-NPL4-UFD1 AAA ATPase complex
YGR048W;ubiquitin-dependent catabolism of misfolded proteins by cytoplasm-associated proteasome
YGR048W;ubiquitin-dependent protein catabolic process
YGR048W;ubiquitin-dependent ERAD pathway
YGR048W;polyubiquitin binding
YGR048W;nucleus
YGR048W;ubiquitin binding
YGR048W;proteasome-mediated ubiquitin-dependent protein catabolic process
YGR048W;nonfunctional rRNA decay
YGR048W;Hrd1p ubiquitin ligase ERAD-L complex
YGR048W;Doa10p ubiquitin ligase complex
YGR048W;positive regulation of protein localization to nucleus
YGR048W;retrograde protein transport, ER to cytosol
YGR048W;ribosome-associated ubiquitin-dependent protein catabolic process
YGR048W;RQC complex
YGR048W;ER-associated misfolded protein catabolic process
YOL149W;deadenylation-dependent decapping of nuclear-transcribed mRNA
YOL149W;m7G(5')pppN diphosphatase activity
YOL149W;P-body
YOL149W;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
YOL149W;mRNA binding
YOL149W;enzyme activator activity
YOL149W;RNA binding
YOL149W;mRNA processing
YOL149W;cytoplasm
YOL149W;nucleus
YOL149W;positive regulation of catalytic activity
YHR032W-A;
YML129C;mitochondrial envelope
YML129C;negative regulation of mitochondrial translation
YML129C;mitochondrial membrane
YML129C;extrinsic component of membrane
YML129C;mitochondrial matrix
YML129C;molecular_function
YML129C;integral component of membrane
YML129C;membrane
YML129C;mitochondrial inner membrane
YML129C;mitochondrion
YML129C;mitochondrial respiratory chain complex IV assembly
YIL059C;
YBR220C;biological_process
YBR220C;molecular_function
YBR220C;integral component of membrane
YBR220C;transport
YBR220C;membrane
YBR220C;acetyl-CoA transport
YBR220C;acetyl-CoA transporter activity
YLR317W;
YPL058C;plasma membrane
YPL058C;integral component of membrane
YPL058C;ATP binding
YPL058C;ATPase activity
YPL058C;membrane
YPL058C;ATPase activity, coupled to transmembrane movement of substances
YPL058C;transport
YPL058C;organic acid transmembrane transporter activity
YPL058C;organic acid transport
YOL154W;fungal-type vacuole
YOL154W;fungal-type cell wall
YOL154W;biological_process
YOL154W;molecular_function
YOL154W;metallopeptidase activity
YBR227C;protein refolding
YBR227C;nucleoside-triphosphatase activity
YBR227C;nucleotide binding
YBR227C;ATP binding
YBR227C;mitochondrial matrix
YBR227C;molecular_function
YBR227C;mitochondrion
YER165W;cytoplasm
YER165W;nucleus
YER165W;mRNA processing
YER165W;RNA binding
YER165W;mRNA transport
YER165W;ribosome
YER165W;nucleotide binding
YER165W;nucleic acid binding
YER165W;negative regulation of catalytic activity
YER165W;cytoplasmic stress granule
YER165W;regulation of nuclear-transcribed mRNA poly(A) tail shortening
YER165W;poly(A) binding
YER165W;regulation of translational initiation
YER165W;ribonuclease inhibitor activity
YNR056C;transmembrane transporter activity
YNR056C;vitamin transport
YNR056C;biotin biosynthetic process
YNR056C;amino acid transmembrane transporter activity
YNR056C;amino acid transmembrane transport
YNR056C;plasma membrane
YNR056C;integral component of membrane
YNR056C;transport
YNR056C;membrane
YNL327W;cellulase activity
YNL327W;cell septum
YNL327W;cellular bud
YNL327W;fungal-type cell wall
YNL327W;anchored component of membrane
YNL327W;cell wall
YNL327W;cytokinesis
YNL327W;cell division
YNL327W;cell cycle
YNL327W;mitotic nuclear division
YNL327W;extracellular region
YNL327W;membrane
YNL327W;metabolic process
YNL327W;cell separation after cytokinesis
YOR130C;mitochondrial envelope
YOR130C;arginine biosynthetic process
YOR130C;cellular amino acid biosynthetic process
YOR130C;integral component of membrane
YOR130C;transport
YOR130C;membrane
YOR130C;mitochondrial inner membrane
YOR130C;mitochondrion
YOR130C;mitochondrial ornithine transport
YOR130C;L-ornithine transmembrane transporter activity
YOR130C;L-ornithine transmembrane transport
YJL181W;biological_process
YJL181W;molecular_function
YJL181W;cellular_component
YDL039C;integral component of membrane
YER016W;positive regulation of microtubule polymerization
YER016W;microtubule plus-end binding
YER016W;mitotic sister chromatid cohesion
YER016W;nuclear migration along microtubule
YER016W;cytoplasmic microtubule
YER016W;mitotic spindle assembly checkpoint
YER016W;negative regulation of microtubule depolymerization
YER016W;microtubule depolymerization
YER016W;microtubule plus-end
YER016W;protein homodimerization activity
YER016W;microtubule nucleation
YER016W;spindle midzone
YER016W;spindle
YER016W;spindle pole
YER016W;kinetochore
YER016W;microtubule
YER016W;microtubule binding
YER016W;spindle pole body
YER016W;structural constituent of cytoskeleton
YER016W;cell division
YER016W;cell cycle
YER016W;mitotic nuclear division
YER016W;cytoskeleton
YER016W;cytoplasm
YER016W;protein binding
YPL099C;mitochondrial membrane
YPL099C;biological_process
YPL099C;molecular_function
YPL099C;integral component of membrane
YPL099C;membrane
YPL099C;mitochondrion
YPL099C;mitochondrial proton-transporting ATP synthase complex assembly
YPL099C;intrinsic component of mitochondrial inner membrane
YPL099C;INA complex
YNL242W;pexophagy
YNL242W;piecemeal microautophagy of nucleus
YNL242W;autophagosome assembly
YNL242W;pre-autophagosomal structure
YNL242W;CVT pathway
YNL242W;autophagy
YNL242W;mitophagy
YNL242W;protein transport
YNL242W;extrinsic component of membrane
YNL242W;molecular_function
YNL242W;cytoplasm
YNL242W;transport
YNL242W;extrinsic component of pre-autophagosomal structure membrane
YNL242W;late nucleophagy
YDR365W-B;DNA-directed DNA polymerase activity
YDR365W-B;ribonuclease activity
YDR365W-B;transposition, RNA-mediated
YDR365W-B;DNA recombination
YDR365W-B;aspartic-type endopeptidase activity
YDR365W-B;nucleotidyltransferase activity
YDR365W-B;nuclease activity
YDR365W-B;RNA-directed DNA polymerase activity
YDR365W-B;endonuclease activity
YDR365W-B;nucleic acid binding
YDR365W-B;nucleotide binding
YDR365W-B;ATP binding
YDR365W-B;metabolic process
YDR365W-B;DNA binding
YDR365W-B;RNA binding
YDR365W-B;transferase activity
YDR365W-B;catalytic activity
YDR365W-B;proteolysis
YDR365W-B;peptidase activity
YDR365W-B;metal ion binding
YDR365W-B;hydrolase activity
YDR365W-B;nucleus
YDR365W-B;cytoplasm
YDR365W-B;RNA-DNA hybrid ribonuclease activity
YDR365W-B;DNA integration
YDR365W-B;transposition
YDR365W-B;retrotransposon nucleocapsid
YDR365W-B;viral procapsid maturation
YDR365W-B;DNA biosynthetic process
YDR365W-B;viral release from host cell
YDR365W-B;RNA-dependent DNA biosynthetic process
YDR365W-B;RNA phosphodiester bond hydrolysis
YLR099W-A;biological_process
YLR099W-A;molecular_function
YLR099W-A;cellular_component
YLR099W-A;integral component of mitochondrial outer membrane
YLR099W-A;mitochondrial outer membrane translocase complex assembly
YLR099W-A;protein import into mitochondrial outer membrane
YMR058W;high-affinity iron permease complex
YMR058W;iron ion transmembrane transporter activity
YMR058W;iron assimilation by reduction and transport
YMR058W;ferroxidase activity
YMR058W;response to copper ion
YMR058W;copper ion binding
YMR058W;iron ion homeostasis
YMR058W;high-affinity iron ion transmembrane transport
YMR058W;ion transport
YMR058W;plasma membrane
YMR058W;metal ion binding
YMR058W;oxidation-reduction process
YMR058W;oxidoreductase activity
YMR058W;integral component of membrane
YMR058W;transport
YMR058W;membrane
YMR058W;arsenate ion transmembrane transport
YNL297C;Golgi to endosome transport
YNL297C;guanyl-nucleotide exchange factor activity
YNL297C;protein targeting to vacuole
YNL297C;Golgi membrane
YNL297C;Golgi apparatus
YNL297C;protein transport
YNL297C;endosome
YNL297C;trans-Golgi network
YNL297C;extrinsic component of membrane
YNL297C;endocytosis
YNL297C;cytosol
YNL297C;transport
YNL297C;membrane
YNL297C;binding
YNL297C;early endosome membrane
YNL297C;positive regulation of GTPase activity
YAL018C;biological_process
YAL018C;molecular_function
YAL018C;integral component of membrane
YAL018C;membrane
YAL018C;lipid particle
YAL018C;ascospore wall assembly
YAL018C;prospore membrane
YAL018C;ascospore wall
YOL078W;regulation of cell growth
YOL078W;establishment or maintenance of actin cytoskeleton polarity
YOL078W;Ras GTPase binding
YOL078W;negative regulation of Ras protein signal transduction
YOL078W;TORC2 complex
YOL078W;phosphatidylinositol-4,5-bisphosphate binding
YOL078W;TOR signaling
YOL078W;vacuolar membrane
YOL078W;vacuole
YOL078W;plasma membrane
YOL078W;fungal-type cell wall organization
YOL078W;cytoplasm
YOL078W;membrane
YEL002C;nuclear envelope
YEL002C;protein N-linked glycosylation
YEL002C;cell cycle
YEL002C;endoplasmic reticulum
YEL002C;endoplasmic reticulum membrane
YEL002C;transferase activity
YEL002C;integral component of membrane
YEL002C;membrane
YEL002C;protein N-linked glycosylation via asparagine
YEL002C;oligosaccharyltransferase complex
YEL002C;dolichyl-diphosphooligosaccharide-protein glycotransferase activity
YEL002C;mitotic cell cycle
YJL156C;serine-type endopeptidase activity
YJL156C;extrinsic component of plasma membrane
YJL156C;protein processing
YJL156C;response to amino acid
YCL032W;cytoplasm
YCL032W;signal transduction
YCL032W;pheromone-dependent signal transduction involved in conjugation with cellular fusion
YCL032W;signal transduction involved in filamentous growth
YCL032W;MAPK cascade involved in osmosensory signaling pathway
YCL032W;cellular response to heat
YCL032W;osmosensory signaling pathway via Sho1 osmosensor
YCL032W;protein kinase regulator activity
YCL032W;SAM domain binding
YCL032W;cell cycle arrest
YCL032W;regulation of protein kinase activity
YMR166C;transporter activity
YMR166C;integral component of membrane
YMR166C;transmembrane transport
YMR166C;transport
YMR166C;membrane
YMR166C;mitochondrial inner membrane
YMR166C;binding
YMR166C;mitochondrion
YNL146C-A;biological_process
YNL146C-A;molecular_function
YNL146C-A;cellular_component
YDR034C-A;biological_process
YDR034C-A;molecular_function
YDR034C-A;cellular_component
YDR034C-A;integral component of membrane
YDR034C-A;membrane
YPL050C;cis-Golgi network
YPL050C;alpha-1,6-mannosyltransferase complex
YPL050C;mannosyltransferase activity
YPL050C;alpha-1,6-mannosyltransferase activity
YPL050C;protein N-linked glycosylation
YPL050C;Golgi membrane
YPL050C;Golgi apparatus
YPL050C;endoplasmic reticulum
YPL050C;endoplasmic reticulum membrane
YPL050C;integral component of membrane
YPL050C;membrane
YPL050C;cell wall mannoprotein biosynthetic process
YPL050C;Golgi cis cisterna
YPL050C;mannosylation
YDR510W;protein sumoylation
YDR510W;nucleus
YDR510W;condensed nuclear chromosome
YDR510W;protein tag
YDR510W;septin ring
YDR510W;protein binding
YDR510W;identical protein binding
YER158W-A;integral component of membrane
YLR327C;mitochondrion
YPL277C;obsolete membrane fraction
YPL277C;biological_process
YPL277C;molecular_function
YPL277C;membrane
YOR139C;
YBR116C;integral component of membrane
YLR142W;proline catabolic process
YLR142W;mitochondrion
YLR142W;mitochondrial matrix
YLR142W;glutamate biosynthetic process
YLR142W;proline catabolic process to glutamate
YLR142W;proline dehydrogenase activity
YPL257W;cell cycle
YPL257W;biological_process
YPL257W;molecular_function
YPL257W;integral component of membrane
YPL257W;membrane
YLR104W;ubiquitin-dependent ERAD pathway
YLR104W;molecular_function
YLR104W;cellular_component
YNL222W;mRNA 3'-end processing
YNL222W;transcription elongation from RNA polymerase II promoter
YNL222W;nucleus
YNL222W;mRNA processing
YNL222W;protein tyrosine phosphatase activity
YNL222W;protein serine/threonine phosphatase activity
YNL222W;phosphoprotein phosphatase activity
YNL222W;peptidyl-tyrosine dephosphorylation
YNL222W;mRNA cleavage
YNL222W;mRNA cleavage and polyadenylation specificity factor complex
YNL222W;termination of RNA polymerase II transcription
YNL222W;transcriptional start site selection at RNA polymerase II promoter
YNL222W;termination of RNA polymerase II transcription, poly(A)-coupled
YNL222W;transcription antitermination
YNL222W;transcription initiation from RNA polymerase II promoter
YNL222W;termination of RNA polymerase II transcription, exosome-dependent
YNL222W;dephosphorylation of RNA polymerase II C-terminal domain
YNL222W;CTD phosphatase activity
YNL222W;snoRNA transcription
YKR051W;biological_process
YKR051W;molecular_function
YKR051W;integral component of membrane
YKR051W;membrane
YLR291C;eukaryotic translation initiation factor 2B complex
YLR291C;guanyl-nucleotide exchange factor complex
YLR291C;regulation of translational initiation
YLR291C;enzyme regulator activity
YLR291C;translational initiation
YLR291C;translation initiation factor activity
YLR291C;guanyl-nucleotide exchange factor activity
YLR291C;cellular metabolic process
YLR291C;translation
YLR291C;regulation of translation
YLR291C;mitochondrion
YLR291C;regulation of catalytic activity
YLR291C;positive regulation of GTPase activity
YBR293W;drug transmembrane transporter activity
YBR293W;basic amino acid transmembrane transporter activity
YBR293W;basic amino acid transport
YBR293W;fungal-type vacuole membrane
YBR293W;amino acid transport
YBR293W;vacuolar membrane
YBR293W;vacuole
YBR293W;integral component of membrane
YBR293W;transmembrane transport
YBR293W;transport
YBR293W;membrane
YBR293W;drug transmembrane transport
YLR412W;microtubule
YLR412W;biological_process
YLR412W;cytoskeleton
YLR412W;molecular_function
YLR412W;cytoplasm
YLR412W;microtubule-based process
YFR040W;cytoplasm
YFR040W;G1/S transition of mitotic cell cycle
YNR067C;cell septum
YNR067C;obsolete cytokinesis, completion of separation
YNR067C;fungal-type cell wall
YNR067C;cell wall
YNR067C;hydrolase activity, acting on glycosyl bonds
YNR067C;cell wall macromolecule catabolic process
YNR067C;obsolete endo-1,3(4)-beta-glucanase activity
YNR067C;glucan endo-1,3-beta-D-glucosidase activity
YNR067C;extracellular region
YNR067C;metabolic process
YNR067C;hydrolase activity
YNR067C;glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group
YNR067C;glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group
YNL074C;response to drug
YNL074C;molecular_function
YNL074C;cytoplasm
YBR021W;uracil:cation symporter activity
YBR021W;uracil transport
YBR021W;nucleobase transmembrane transporter activity
YBR021W;nucleobase transport
YBR021W;membrane raft
YBR021W;plasma membrane
YBR021W;integral component of membrane
YBR021W;transmembrane transport
YBR021W;transport
YBR021W;membrane
YBR021W;transporter activity
YML021C;base-excision repair
YML021C;hydrolase activity, acting on glycosyl bonds
YML021C;metabolic process
YML021C;cellular response to DNA damage stimulus
YML021C;DNA repair
YML021C;hydrolase activity
YML021C;nucleus
YML021C;mitochondrion
YML021C;hydrolase activity, hydrolyzing N-glycosyl compounds
YML021C;uracil DNA N-glycosylase activity
YER038C;Smc5-Smc6 complex
YER038C;DNA recombination
YER038C;cellular response to DNA damage stimulus
YER038C;DNA repair
YER038C;molecular_function
YER038C;nucleus
YER038C;cytoplasm
YNL044W;ER to Golgi transport vesicle
YNL044W;Golgi membrane
YNL044W;Golgi apparatus
YNL044W;ER to Golgi vesicle-mediated transport
YNL044W;endoplasmic reticulum
YNL044W;molecular_function
YNL044W;integral component of membrane
YNL044W;membrane
YHR007C-A;biological_process
YHR007C-A;molecular_function
YHR007C-A;cellular_component
YHR007C-A;integral component of membrane
YHR007C-A;membrane
YER060W-A;nucleobase transmembrane transporter activity
YER060W-A;nucleobase transport
YER060W-A;integral component of membrane
YER060W-A;transmembrane transport
YER060W-A;transport
YER060W-A;membrane
YER060W-A;plasma membrane
YER060W-A;transporter activity
YER060W-A;cytosine transport
YER060W-A;purine-containing compound transmembrane transport
YDR203W;
YER173W;ATP binding
YER173W;DNA repair
YER173W;nucleus
YER173W;reciprocal meiotic recombination
YER173W;obsolete ATP catabolic process
YER173W;nucleotide-excision repair
YER173W;cell cycle
YER173W;DNA damage checkpoint
YER173W;Rad17 RFC-like complex
YER173W;DNA clamp loader activity
YOR190W;fungal-type cell wall
YOR190W;extracellular region
YOR190W;carbohydrate metabolic process
YOR190W;ascospore formation
YOR190W;ascospore wall
YOR190W;glucan exo-1,3-beta-glucosidase activity
YOR190W;hydrolase activity, hydrolyzing O-glycosyl compounds
YOR190W;cell wall organization
YML048W;protein localization to cell surface
YML048W;unfolded protein binding
YML048W;integral component of endoplasmic reticulum membrane
YML048W;mitochondrial outer membrane
YML048W;protein folding
YML048W;endoplasmic reticulum
YML048W;endoplasmic reticulum membrane
YML048W;cytoplasm
YML048W;integral component of membrane
YML048W;membrane
YBR130C;endoplasmic reticulum membrane
YBR130C;mRNA binding
YBR130C;mating type switching
YBR130C;endoplasmic reticulum inheritance
YBR130C;cellular bud tip
YBR130C;intracellular mRNA localization
YBR130C;mRNA transport
YPR072W;nuclear-transcribed mRNA poly(A) tail shortening
YPR072W;CCR4-NOT core complex
YPR072W;transcription elongation from RNA polymerase II promoter
YPR072W;protein ubiquitination
YPR072W;ubiquitin-protein transferase activity
YPR072W;regulation of transcription from RNA polymerase II promoter
YPR072W;transcription, DNA-templated
YPR072W;regulation of transcription, DNA-templated
YPR072W;nucleus
YPR072W;cytoplasm
YPR072W;positive regulation of transcription elongation from RNA polymerase II promoter
YPR072W;deadenylation-independent decapping of nuclear-transcribed mRNA
YFR012W-A;biological_process
YFR012W-A;molecular_function
YFR012W-A;cellular_component
YHR048W;drug transport
YHR048W;proton transport
YHR048W;antiporter activity
YHR048W;ion transport
YHR048W;molecular_function
YHR048W;transporter activity
YHR048W;integral component of membrane
YHR048W;transmembrane transport
YHR048W;transport
YHR048W;membrane
YHR048W;plasma membrane
YHL006C;nucleolus
YHL006C;recombinational repair
YHL006C;maintenance of rDNA
YHL006C;Shu complex
YHL006C;DNA recombinase assembly
YHL006C;site of double-strand break
YHL034C;nucleolus
YHL034C;cytoplasm
YHL034C;mRNA binding
YHL034C;RNA binding
YHL034C;negative regulation of translation
YHL034C;nucleotide binding
YHL034C;P-body
YHL034C;nucleic acid binding
YHL034C;cytoplasmic stress granule
YHL034C;eukaryotic initiation factor 4G binding
YHL034C;negative regulation of translation in response to stress
YDR418W;cytoplasmic translation
YDR418W;cytosolic large ribosomal subunit
YDR418W;structural constituent of ribosome
YDR418W;RNA binding
YDR418W;ribosomal large subunit assembly
YDR418W;ribosome
YDR418W;translation
YGR270C-A;integral component of membrane
YLR183C;cellular response to DNA damage stimulus
YLR183C;nucleus
YLR183C;chromatin binding
YLR183C;nuclear chromatin
YLR183C;protein binding
YIR024C;biological_process
YIR024C;molecular_function
YIR024C;mitochondrion
YIR024C;mitochondrial proton-transporting ATP synthase complex assembly
YIR024C;intrinsic component of mitochondrial inner membrane
YIR024C;INA complex
YCR038C;Ras guanyl-nucleotide exchange factor activity
YCR038C;pseudohyphal growth
YCR038C;guanyl-nucleotide exchange factor activity
